case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A167,Create Fine,2006/08/06 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A167,Send Fine,2006/12/12 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A167,Insert Fine Notification,2007/01/08 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A167,Add penalty,2007/03/09 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A167,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A1670,Create Fine,2006/08/07 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1670,Payment,2006/08/10 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16701,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16701,Payment,2007/06/30 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16704,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,7,,,A,0.0,,NIL,0
A16704,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16706,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16706,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16706,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16706,Add penalty,2007/12/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16706,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16710,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16710,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16710,Insert Fine Notification,2007/10/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16710,Add penalty,2007/12/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16710,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16712,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16712,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16712,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16712,Add penalty,2007/12/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16712,Payment,2008/02/06 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A16712,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16715,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16715,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A16715,Insert Fine Notification,2007/12/21 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16715,Add penalty,2008/02/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16715,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16717,Create Fine,2007/06/30 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16717,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16719,Create Fine,2007/07/01 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16719,Payment,2007/07/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16720,Create Fine,2007/07/01 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16720,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16720,Insert Fine Notification,2007/10/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16720,Add penalty,2007/12/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16720,Payment,2008/01/04 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A16720,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16721,Create Fine,2007/07/01 00:00:00.000,COMPLETE,22.0,,,562,7,,,A,0.0,,NIL,0
A16721,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16721,Insert Fine Notification,2007/10/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16721,Add penalty,2007/12/02 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A16721,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16723,Create Fine,2007/07/01 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16723,Payment,2007/07/02 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16727,Create Fine,2007/07/01 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16727,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A1673,Create Fine,2006/08/08 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1673,Payment,2006/08/24 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16732,Create Fine,2007/07/03 00:00:00.000,COMPLETE,36.0,,,562,7,,,A,0.0,,NIL,0
A16732,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16733,Create Fine,2007/07/03 00:00:00.000,COMPLETE,36.0,,,562,7,,,A,0.0,,NIL,0
A16733,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16733,Insert Fine Notification,2007/10/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16733,Add penalty,2007/12/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16733,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16734,Create Fine,2007/07/03 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16734,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16734,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16734,Add penalty,2007/12/12 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16734,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16738,Create Fine,2007/07/04 00:00:00.000,COMPLETE,22.0,,,562,7,,,A,0.0,,NIL,0
A16738,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16738,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16738,Add penalty,2007/12/12 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A16738,Payment,2008/10/15 00:00:00.000,COMPLETE,,57.0,,,,,,,57.0,,,
A16740,Create Fine,2007/07/04 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16740,Payment,2007/07/09 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16741,Create Fine,2007/07/04 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16741,Payment,2007/07/10 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16743,Create Fine,2007/07/04 00:00:00.000,COMPLETE,22.0,,,562,7,,,A,0.0,,NIL,0
A16743,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16743,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16743,Add penalty,2007/12/11 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A16743,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16745,Create Fine,2007/07/04 00:00:00.000,COMPLETE,36.0,,,562,158,,,A,0.0,,NIL,0
A16745,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16745,Insert Fine Notification,2007/10/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16745,Add penalty,2007/12/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16745,Payment,2008/09/03 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16747,Create Fine,2007/07/04 00:00:00.000,COMPLETE,36.0,,,562,157,,,A,0.0,,NIL,0
A16747,Payment,2007/07/10 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16752,Create Fine,2007/07/06 00:00:00.000,COMPLETE,22.0,,,560,7,,,A,0.0,,NIL,0
A16752,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16752,Insert Fine Notification,2007/10/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16752,Add penalty,2007/12/19 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A16752,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16753,Create Fine,2007/07/06 00:00:00.000,COMPLETE,22.0,,,560,7,,,A,0.0,,NIL,0
A16753,Payment,2007/07/10 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A16754,Create Fine,2007/07/06 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16754,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16754,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16754,Add penalty,2007/12/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16754,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16755,Create Fine,2007/07/06 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16755,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16755,Insert Fine Notification,2007/10/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16755,Add penalty,2007/12/03 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16755,Payment,2007/12/04 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A16756,Create Fine,2007/07/07 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16756,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16757,Create Fine,2007/07/07 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16757,Payment,2007/07/09 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16767,Create Fine,2007/07/07 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16767,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16767,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16767,Add penalty,2007/12/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16767,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16770,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16770,Payment,2007/07/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16771,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16771,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16771,Insert Fine Notification,2007/10/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16771,Add penalty,2007/12/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16771,Payment,2008/11/04 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16772,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16772,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16773,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16773,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,26.0,,,,,,,,,
A16773,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16773,Insert Date Appeal to Prefecture,2007/10/23 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16773,Send Appeal to Prefecture,2007/11/28 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A16773,Add penalty,2007/12/12 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16773,Receive Result Appeal from Prefecture,2008/01/31 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16773,Notify Result Appeal to Offender,2008/02/06 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16773,Payment,2008/02/27 00:00:00.000,COMPLETE,,98.0,,,,,,,98.0,,,
A16774,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16774,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16776,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16776,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16776,Insert Fine Notification,2007/10/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16776,Add penalty,2007/12/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16776,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16779,Create Fine,2007/07/08 00:00:00.000,COMPLETE,22.0,,,560,7,,,A,0.0,,NIL,0
A16779,Payment,2007/07/17 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A1678,Create Fine,2006/08/08 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1678,Payment,2006/08/09 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16780,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16780,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16780,Insert Fine Notification,2007/10/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16780,Add penalty,2007/12/12 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16780,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16784,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16784,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16788,Create Fine,2007/07/08 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16788,Payment,2007/07/14 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A1679,Create Fine,2006/08/08 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1679,Payment,2006/09/06 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16790,Create Fine,2007/07/10 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16790,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16790,Insert Fine Notification,2007/10/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16790,Add penalty,2007/12/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16790,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16796,Create Fine,2007/07/10 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16796,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16796,Insert Fine Notification,2007/10/12 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16796,Add penalty,2007/12/11 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16796,Payment,2008/09/05 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16798,Create Fine,2007/07/10 00:00:00.000,COMPLETE,36.0,,,560,157,,,A,0.0,,NIL,0
A16798,Payment,2007/07/16 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A1680,Create Fine,2006/08/08 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1680,Send Fine,2006/12/13 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A16801,Create Fine,2007/07/13 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16801,Send Fine,2007/10/31 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16801,Insert Fine Notification,2007/11/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16801,Add penalty,2008/01/13 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16801,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16804,Create Fine,2007/07/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16804,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16805,Create Fine,2007/07/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16805,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16805,Insert Fine Notification,2007/12/31 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16805,Add penalty,2008/02/29 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16805,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16807,Create Fine,2007/07/23 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16807,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16807,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16807,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16807,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16809,Create Fine,2007/07/24 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16809,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16809,Insert Fine Notification,2007/12/18 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16809,Add penalty,2008/02/16 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16809,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A1681,Create Fine,2006/08/09 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1681,Payment,2006/08/16 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16810,Create Fine,2007/07/24 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16810,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16810,Insert Fine Notification,2007/10/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16810,Add penalty,2007/12/13 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16810,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16812,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16812,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16812,Insert Fine Notification,2007/12/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16812,Add penalty,2008/02/26 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16812,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16818,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16818,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16818,Insert Fine Notification,2007/12/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16818,Add penalty,2008/02/26 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16818,Payment,2008/09/05 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16820,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16820,Payment,2007/07/25 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16823,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16823,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16823,Insert Fine Notification,2007/12/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16823,Add penalty,2008/02/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16823,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16824,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16824,Payment,2007/07/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16826,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16826,Payment,2007/07/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16827,Create Fine,2007/07/25 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16827,Payment,2007/08/11 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16828,Create Fine,2007/07/27 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16828,Payment,2007/07/30 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16829,Create Fine,2007/07/27 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16829,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16829,Insert Fine Notification,2007/12/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16829,Add penalty,2008/02/26 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16829,Payment,2008/12/23 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A1683,Create Fine,2006/08/09 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1683,Send Fine,2006/12/13 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1683,Insert Fine Notification,2007/01/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1683,Add penalty,2007/03/14 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A1683,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16831,Create Fine,2007/07/27 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16831,Payment,2007/07/30 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16832,Create Fine,2007/07/27 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16832,Payment,2007/08/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16837,Create Fine,2007/07/29 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16837,Payment,2007/08/01 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16838,Create Fine,2007/07/29 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16838,Payment,2007/08/04 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16839,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16839,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16839,Insert Fine Notification,2007/12/21 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16839,Add penalty,2008/02/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16839,Payment,2008/09/11 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A1684,Create Fine,2006/08/09 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1684,Payment,2006/08/11 00:00:00.000,COMPLETE,,35.0,,,,,,,35.0,,,
A16841,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,7,,,A,0.0,,NIL,0
A16841,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16841,Insert Fine Notification,2007/12/28 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16841,Add penalty,2008/02/26 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16841,Payment,2008/10/13 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16842,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16842,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16842,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16842,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16842,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A16844,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16844,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16845,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16845,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A16845,Insert Fine Notification,2008/01/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A16845,Add penalty,2008/03/09 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A16845,Payment,2008/09/30 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A16846,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16846,Payment,2007/07/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16847,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A16847,Payment,2007/08/09 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A16848,Create Fine,2007/07/31 00:00:00.000,COMPLETE,22.0,,,557,7,,,A,0.0,,NIL,0
A16848,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A1685,Create Fine,2006/08/09 00:00:00.000,COMPLETE,35.0,,,562,157,,,A,0.0,,NIL,0
A1685,Send Fine,2006/12/13 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1685,Insert Fine Notification,2007/01/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1685,Add penalty,2007/03/04 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A1685,Payment,2007/03/09 00:00:00.000,COMPLETE,,46.0,,,,,,,46.0,,,
A1685,Payment,2007/10/30 00:00:00.000,COMPLETE,,36.5,,,,,,,82.5,,,
A16850,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
