case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A15385,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1195776000
A15385,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1200960000
A15385,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15386,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15386,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184630400
A15388,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15388,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1197244800
A15389,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15389,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1193788800
A15389,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1194825600
A15389,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1200009600
A15389,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15390,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15390,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1193788800
A15391,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15391,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1193788800
A15391,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1194912000
A15391,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1200096000
A15391,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15392,Create Fine,00:00.0,COMPLETE,36,,,559,158,,,A,0,,NIL,0,1184284800
A15392,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1193788800
A15392,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1194998400
A15392,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1200182400
A15392,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15394,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184284800
A15394,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184889600
A15398,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1184371200
A15398,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1193788800
A15398,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1194393600
A15398,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1199577600
A15398,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A154,Create Fine,00:00.0,COMPLETE,21,,,541,7,,,A,0,,NIL,0,1154131200
A154,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1165881600
A15402,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183161600
A15402,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183334400
A15403,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183161600
A15403,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15403,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1193011200
A15403,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1198195200
A15403,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1221436800
A15404,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183161600
A15404,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15404,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1193011200
A15404,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1198195200
A15404,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15406,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183161600
A15406,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15406,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192147200
A15406,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197331200
A15406,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1224028800
A15407,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183161600
A15407,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15408,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183161600
A15408,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15408,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1193011200
A15408,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1198195200
A15408,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1226361600
A15409,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183161600
A15409,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183680000
A15411,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183248000
A15411,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15411,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1193011200
A15411,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1198195200
A15411,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15412,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183248000
A15412,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183593600
A15415,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183248000
A15415,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15415,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192147200
A15415,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197331200
A15415,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15419,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183248000
A15419,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184025600
A15424,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183420800
A15424,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1189641600
A15424,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1190678400
A15424,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1195862400
A15424,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1221696000
A15425,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183593600
A15425,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15426,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183593600
A15426,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15427,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183593600
A15427,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1189641600
A1543,Create Fine,00:00.0,COMPLETE,35,,,560,157,,,A,0,,NIL,0,1155600000
A1543,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A1543,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167609600
A1543,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172793600
A1543,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15433,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183593600
A15433,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1189641600
A15433,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1191369600
A15433,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1196553600
A15433,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15435,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183680000
A15435,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183680000
A15437,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183680000
A15437,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15438,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183680000
A15438,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A1544,Create Fine,00:00.0,COMPLETE,35,,,560,157,,,A,0,,NIL,0,1155600000
A1544,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1155859200
A15440,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183680000
A15440,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1193788800
A15440,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1198022400
A15440,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1203206400
A15440,Payment,00:00.0,COMPLETE,,92.6,,,,,,,92.6,,,,1222819200
A15441,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183680000
A15441,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184284800
A15443,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183766400
A15443,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15443,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192147200
A15443,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197331200
A15443,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15444,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183766400
A15444,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15444,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192147200
A15444,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197331200
A15444,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1223596800
A15445,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183766400
A15445,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15446,Create Fine,00:00.0,COMPLETE,36,,,561,157,,,A,0,,NIL,0,1183766400
A15446,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15446,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192060800
A15446,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197244800
A15446,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15448,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183766400
A15448,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184198400
A15449,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183766400
A15449,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183766400
A1545,Create Fine,00:00.0,COMPLETE,35,,,560,157,,,A,0,,NIL,0,1155600000
A1545,Payment,00:00.0,COMPLETE,,35,,,,,,,35,,,,1155686400
A15450,Create Fine,00:00.0,COMPLETE,36,,,561,7,,,A,0,,NIL,0,1183766400
A15450,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1191024000
A15450,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192233600
A15450,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1197417600
A15450,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15455,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181606400
A15455,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1181606400
A15458,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181606400
A15458,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15458,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188345600
A15458,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193529600
A15458,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15460,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181606400
A15460,Send Fine,00:00.0,COMPLETE,,,13.5,,,,,,,,,,1187740800
A15460,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,,,,1188432000
A15460,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193616000
A15460,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A15461,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181692800
A15461,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15461,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15461,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15461,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15463,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181692800
A15463,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15463,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1189382400
A15463,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1194566400
A15463,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15464,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181692800
A15464,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15464,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188518400
A15464,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193702400
A15464,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1199491200
A15464,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1230681600
A15466,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15466,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15466,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188345600
A15466,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1191283200
A15466,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193529600
A15466,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1196380800
A15467,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15467,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182297600
A15468,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15468,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15468,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15468,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15468,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15469,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15469,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15469,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1189382400
A15469,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1194566400
A15469,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A1547,Create Fine,00:00.0,COMPLETE,35,,,560,157,,,A,0,,NIL,0,1155772800
A1547,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A1547,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168041600
A1547,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1173225600
A1547,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15470,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15470,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15471,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15471,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1181865600
A15472,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15472,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15472,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15472,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15472,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15473,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15473,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183680000
A15474,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181779200
A15474,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183420800
A15475,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181952000
A15475,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15475,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15475,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15475,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1224028800
A15483,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181952000
A15483,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182470400
A15484,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1181952000
A15484,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15485,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15485,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15485,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15485,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15485,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15486,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15486,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15486,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1189123200
A15486,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1194307200
A15486,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15487,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15487,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15487,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1189382400
A15487,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1194566400
A15487,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15489,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15489,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15492,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15492,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1183507200
A15493,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15493,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15493,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15493,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1189987200
A15493,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15493,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1193702400
A15494,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15494,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182988800
A15495,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15495,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15495,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1189209600
A15495,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1194393600
A15495,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1223596800
A15496,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15496,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15496,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188518400
A15496,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193702400
A15496,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15497,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15497,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182729600
A15498,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15498,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182384000
A15499,Create Fine,00:00.0,COMPLETE,36,,,560,157,,,A,0,,NIL,0,1182038400
A15499,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182556800
A155,Create Fine,00:00.0,COMPLETE,21,,,541,7,,,A,0,,NIL,0,1154217600
A155,Send Fine,00:00.0,COMPLETE,,,22,,,,,,,,,,1165881600
A155,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168819200
A155,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1174003200
A155,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1177286400
A155,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1180656000
A155,Receive Result Appeal from Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1186444800
A155,Notify Result Appeal to Offender,00:00.0,COMPLETE,,,,,,,,,,,,,1189036800
A155,Payment,00:00.0,COMPLETE,,64,,,,,,,64,,,,1189036800
A15501,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181260800
A15501,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15501,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188518400
A15501,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1190851200
A15501,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193702400
A15501,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1193702400
A15503,Create Fine,00:00.0,COMPLETE,74,,,562,158,,,A,0,,NIL,0,1181260800
A15503,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15503,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15503,Add penalty,00:00.0,COMPLETE,148,,,,,,,,,,,,1193443200
A15503,Payment,00:00.0,COMPLETE,,161,,,,,,,161,,,,1218153600
A15504,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181260800
A15504,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15504,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188518400
A15504,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193702400
A15504,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15505,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181260800
A15505,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15505,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188604800
A15505,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193788800
A15505,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15507,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181260800
A15507,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15507,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15507,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15507,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1224028800
A15509,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181260800
A15509,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1184889600
A15510,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181347200
A15510,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15510,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188259200
A15510,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193443200
A15510,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15512,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181433600
A15512,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1182556800
A15514,Create Fine,00:00.0,COMPLETE,22,,,562,7,,,A,0,,NIL,0,1181433600
A15514,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1181520000
A15515,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181433600
A15515,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A1552,Create Fine,00:00.0,COMPLETE,35,,,561,157,,,A,0,,NIL,0,1154995200
A1552,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1165968000
A1552,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167782400
A1552,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172966400
A1552,Payment,00:00.0,COMPLETE,,82.5,,,,,,,82.5,,,,1195171200
A15520,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181520000
A15520,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
A15520,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1188432000
A15520,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1193616000
A15520,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A15522,Create Fine,00:00.0,COMPLETE,36,,,562,157,,,A,0,,NIL,0,1181520000
A15522,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1187740800
